ip,app,device,os,channel,hour,day,target
134673,19,0,0,213,22,6,1
204265,19,0,24,347,22,6,1
194428,19,241,24,213,22,6,1
70552,19,0,24,347,22,6,1
198148,19,102,24,213,22,6,1
114276,50,0,21,213,22,6,1
137267,115,1,6,203,22,6,1
193348,19,0,24,213,22,6,1
75830,24,1,13,178,22,6,1
74090,107,1,13,171,22,6,1
44744,72,1,13,101,22,6,1
143110,48,1,13,213,22,6,1
115230,10,1,19,377,22,6,1
138491,72,1,20,101,22,6,1
94818,11,1,13,122,22,6,1
184543,3,1,6,480,22,6,1
148906,18,1,13,107,22,6,1
178768,18,1,13,107,22,6,1
71990,35,1,19,21,22,6,1
102511,19,0,607,347,22,6,1
112833,29,1,13,343,22,6,1
127595,122,1,13,21,22,6,1
193536,29,1,13,101,22,6,1
4754,8,1,17,145,22,6,1
184543,12,1,6,212,22,6,1
184901,10,1,6,113,22,6,1
161323,19,0,24,213,22,6,1
162921,5,1,49,113,22,6,1
120841,8,1,13,259,22,6,1
169173,19,0,38,213,22,6,1
92908,9,1,19,442,22,6,1
177762,35,1,19,274,22,6,1
19709,35,1,19,274,22,6,1
184543,15,1,6,386,22,6,1
187807,19,0,29,213,22,6,1
180785,3,1,13,424,22,6,1
198544,125,0,21,341,22,6,1
73933,10,1,13,377,22,6,1
160722,72,1,19,101,22,6,1
87803,9,1,23,134,22,6,1
118532,35,1,22,21,22,6,1
115717,10,1,19,377,22,6,1
93404,315,1,20,110,22,6,1
156133,19,591,38,213,22,6,1
145847,29,1,14,213,22,6,1
3956,19,1396,0,213,22,6,1
186720,2,1,28,219,22,6,1
148668,29,1,19,213,22,6,1
174532,66,1,19,101,22,6,1
158506,11,1,19,122,22,6,1
193498,20,1,19,478,22,6,1
186720,15,1,28,130,22,6,1
89949,19,0,29,333,22,6,1
27658,19,0,0,213,22,6,1
365,35,1,27,274,22,6,1
73933,10,1,13,377,22,6,1
169565,72,2,6,101,22,6,1
17845,8,1,18,145,22,6,1
25752,19,0,29,213,22,6,1
160495,72,1,13,101,22,6,1
133252,9,1,19,215,22,6,1
190259,19,189,29,213,22,6,1
133252,9,1,19,215,22,6,1
199433,19,0,24,347,22,6,1
182841,19,0,50,213,22,6,1
66739,10,1,19,377,22,6,1
144255,19,0,29,343,22,6,1
199798,145,0,260,320,22,6,1
34980,9,1,27,232,22,6,1
88828,35,1,13,274,22,6,1
115625,19,0,21,213,22,6,1
112346,35,1,14,274,22,6,1
206926,19,0,24,343,22,6,1
105314,19,21,24,333,22,6,1
102962,8,1,13,145,22,6,1
73516,122,1,19,21,22,6,1
164203,26,1,13,266,22,6,1
200723,19,0,24,213,22,6,1
140508,18,1,19,107,22,6,1
152714,29,1,19,213,22,6,1
157994,1,1,6,150,22,6,1
129079,19,0,24,347,22,6,1
7350,35,1,35,21,22,6,1
59045,19,0,59,268,22,6,1
139159,35,1,19,274,22,6,1
35753,5,1,13,377,22,6,1
2399,3,1,14,424,22,6,1
187913,29,1,19,213,22,6,1
67725,19,0,24,213,22,6,1
180801,19,0,24,268,22,6,1
6974,19,166,24,213,22,6,1
79159,72,1,17,101,22,6,1
131398,5,1,26,113,22,6,1
40067,19,0,24,343,22,6,1
85085,19,0,38,347,22,6,1
24021,35,1,13,274,22,6,1
159672,16,1,19,243,22,6,1
14597,19,0,29,210,22,6,1
44744,2,1,16,122,22,6,1
160898,9,1,19,134,22,6,1
188637,9,1,25,134,22,6,1
175754,37,1,13,213,22,6,1
122212,35,1,13,274,22,6,1
193787,167,1,19,213,22,6,1
147517,29,1,13,213,22,6,1
156109,19,0,0,213,22,6,1
186876,66,1,19,101,22,6,1
28661,20,1,13,478,22,6,1
202217,35,1,41,274,22,6,1
176960,10,1,40,113,22,6,1
158796,19,100,0,213,22,6,1
168541,35,1,17,274,22,6,1
19934,9,1,22,244,22,6,1
88706,18,1,15,134,22,6,1
202164,19,0,0,213,22,6,1
41425,9,1,19,134,22,6,1
36150,8,1,17,145,22,6,1
150791,19,16,0,213,22,6,1
88914,10,1,19,113,22,6,1
79827,29,1,18,343,22,6,1
88611,29,1,19,213,22,6,1
205499,19,0,0,213,22,6,1
173900,3,1,40,480,22,6,1
25,8,1,17,259,22,6,1
167316,19,1950,24,213,22,6,1
21534,19,103,21,213,22,6,1
136426,11,1,13,481,22,6,1
100182,19,0,24,210,22,6,1
171535,29,1,19,213,22,6,1
95856,35,1,41,21,22,6,1
156060,19,0,24,343,22,6,1
10238,19,0,29,213,22,6,1
114644,15,1,19,153,22,6,1
24904,9,1,14,134,22,6,1
179264,72,1,22,101,22,6,1
26263,9,1,18,442,22,6,1
173900,2,1,40,219,22,6,1
2272,3,1,13,409,22,6,1
212519,35,1,22,274,22,6,1
183197,18,1,13,107,22,6,1
75727,29,1,17,343,22,6,1
181924,19,50,0,333,22,6,1
50741,19,0,24,213,22,6,1
196735,19,0,38,213,22,6,1
7471,19,0,50,213,22,6,1
151519,19,0,24,333,22,6,1
47897,8,1,19,145,22,6,1
191764,107,1,10,171,22,6,1
191832,29,1,16,213,22,6,1
120818,10,1,20,317,22,6,1
192416,29,1,13,213,22,6,1
184719,3,1,6,480,22,6,1
161070,9,1,14,134,22,6,1
156599,19,187,0,213,22,6,1
189070,20,1,13,410,22,6,1
2679,15,1,19,245,22,6,1
112481,19,0,24,268,22,6,1
81817,19,0,21,213,22,6,1
78784,8,1,19,145,22,6,1
101848,9,1,25,244,22,6,1
165385,115,1,19,203,22,6,1
148693,19,0,38,213,22,6,1
21013,9,1,19,215,22,6,1
151000,2,1,1,219,22,6,1
197415,11,2,22,487,22,6,1
206396,29,1,18,333,22,6,1
155627,19,0,0,213,22,6,1
51181,35,1,13,274,22,6,1
208234,29,1,13,213,22,6,1
78564,9,1,6,442,22,6,1
190213,14,1,19,379,22,6,1
134347,26,1,17,266,22,6,1
73235,35,1,8,274,22,6,1
140201,19,0,21,213,22,6,1
188625,19,0,0,210,22,6,1
106749,9,1,16,334,22,6,1
105475,19,0,0,213,22,6,1
162630,19,46,0,213,22,6,1
13634,19,0,24,213,22,6,1
65352,8,1,19,145,22,6,1
51992,52,1,19,379,22,6,1
183600,3,1,19,173,22,6,1
140647,1,1,28,115,22,6,1
210293,29,1,15,213,22,6,1
35737,19,0,0,213,22,6,1
194868,19,0,24,210,22,6,1
93054,9,1,19,234,22,6,1
119289,107,1,17,171,22,6,1
212176,9,1,19,244,22,6,1
126968,10,1,31,113,22,6,1
206669,3,1,1,489,22,6,1
136688,72,1,22,101,22,6,1
73487,19,0,24,347,22,6,1
135270,2,1,17,435,22,6,1
210497,39,1,13,101,22,6,1
42037,35,1,13,21,22,6,1
153385,8,1,13,145,22,6,1
193308,19,0,0,268,22,6,1
165707,39,1,13,213,22,6,1
50197,72,1,19,101,22,6,1
154732,72,1,17,101,22,6,1
77730,8,1,41,145,22,6,1
175272,72,1,13,101,22,6,1
141902,29,1,19,101,22,6,1
182852,115,1,22,203,22,6,1
103531,11,1,19,469,22,6,1
189955,20,1,19,259,22,6,1
158137,29,1,13,213,22,6,1
144949,19,0,0,213,22,6,1
40796,24,1,18,105,22,6,1
208202,29,1,10,101,22,6,1
167637,19,88,24,333,22,6,1
150202,35,1,18,274,22,6,1
163992,9,1,9,134,22,6,1
108942,12,1,13,481,22,6,1
44725,11,1,13,219,22,6,1
52501,19,1839,0,213,22,6,1
162278,48,1,13,213,22,6,1
148115,19,50,0,213,23,6,1
206219,15,1,6,379,23,6,1
6478,35,1,13,274,23,6,1
5250,25,1,19,259,23,6,1
194183,3,1,19,442,23,6,1
124202,19,0,50,347,23,6,1
15298,19,97,24,213,23,6,1
151019,72,1,19,101,23,6,1
94115,18,1,8,107,23,6,1
130282,19,0,21,213,23,6,1
1556,8,1,19,145,23,6,1
206219,3,1,6,173,23,6,1
199488,12,1,20,265,23,6,1
106223,35,1,16,274,23,6,1
141520,72,1,19,101,23,6,1
147594,115,1,19,203,23,6,1
5314,66,2,19,101,23,6,1
197268,153,1,8,243,23,6,1
73839,10,1,35,317,23,6,1
177542,19,1501,0,213,23,6,1
43984,35,1,22,21,23,6,1
86767,19,2050,76,347,23,6,1
108386,8,1,13,140,23,6,1
117354,35,1,19,274,23,6,1
149928,72,1,19,101,23,6,1
160698,19,0,29,213,23,6,1
176758,8,1,19,145,23,6,1
150814,19,0,24,213,23,6,1
143776,35,1,16,274,23,6,1
192538,19,154,50,213,23,6,1
40400,11,1,19,319,23,6,1
140629,108,1,13,243,23,6,1
161809,83,0,24,171,23,6,1
197958,19,0,24,213,23,6,1
201482,120,0,0,213,23,6,1
82241,19,0,0,213,23,6,1
6341,19,0,21,213,23,6,1
96783,20,1,13,478,23,6,1
162808,19,0,50,343,23,6,1
55265,35,1,16,274,23,6,1
168546,9,1,13,234,23,6,1
211927,39,1,15,213,23,6,1
192763,19,0,24,213,23,6,1
170398,19,0,0,213,23,6,1
73516,19,154,24,213,23,6,1
55566,10,1,19,113,23,6,1
54132,15,1,6,430,23,6,1
135793,12,1,19,205,23,6,1
139616,19,0,0,333,23,6,1
122032,29,1,13,213,23,6,1
18467,15,1,22,315,23,6,1
141235,19,0,24,268,23,6,1
149312,19,0,59,268,23,6,1
131391,35,1,17,274,23,6,1
139305,72,1,13,101,23,6,1
83045,11,1,17,319,23,6,1
155674,2,1,6,122,23,6,1
200127,10,1,19,113,23,6,1
209169,29,1,1,213,23,6,1
136524,5,1,10,113,23,6,1
141527,29,1,19,101,23,6,1
141483,145,641,29,320,23,6,1
204865,10,1,13,377,23,6,1
155906,19,89,21,213,23,6,1
155674,3,1,6,379,23,6,1
70247,19,0,21,213,23,6,1
155142,19,101,29,213,23,6,1
82640,19,0,24,213,23,6,1
63516,107,1,13,171,23,6,1
137366,29,1,9,213,23,6,1
44067,19,16,0,213,23,6,1
116935,18,1,19,107,23,6,1
140727,35,1,9,274,23,6,1
68302,35,1,13,21,23,6,1
34376,35,1,19,274,23,6,1
201431,19,0,38,268,23,6,1
147957,9,1,17,232,23,6,1
99134,8,1,19,145,23,6,1
38187,10,1,13,317,23,6,1
75777,19,0,38,347,23,6,1
188208,19,196,29,282,23,6,1
138051,55,1,19,101,23,6,1
25289,35,1,17,274,23,6,1
145475,3,1,1,205,23,6,1
92274,5,1,13,377,23,6,1
141323,35,1,37,274,23,6,1
85505,19,6,29,213,23,6,1
197593,29,2,13,347,23,6,1
198588,11,1,13,319,23,6,1
149442,19,0,24,213,23,6,1
192293,241,1,19,213,23,6,1
204588,19,0,0,213,23,6,1
4353,1,1,19,178,23,6,1
199482,19,67,24,213,23,6,1
26332,19,101,29,213,23,6,1
179664,115,1,3,203,23,6,1
121475,2,1,13,236,23,6,1
129023,19,0,24,213,23,6,1
140894,19,0,24,213,23,6,1
128439,107,1,19,171,23,6,1
145951,29,1,16,343,23,6,1
34194,35,1,13,274,23,6,1
61846,8,1,19,145,23,6,1
179694,19,0,0,213,23,6,1
159107,18,1,19,107,23,6,1
125175,35,1,13,274,23,6,1
197456,29,1,17,101,23,6,1
135252,10,1,13,113,23,6,1
148012,19,37,24,213,23,6,1
127588,19,18,0,213,23,6,1
182699,19,0,0,268,23,6,1
75007,107,1,13,171,23,6,1
73044,35,1,13,274,23,6,1
93946,9,1,22,134,23,6,1
184341,29,1,20,213,23,6,1
137504,19,214,24,213,23,6,1
173427,29,1,16,213,23,6,1
182559,19,0,24,347,23,6,1
65069,20,1,19,410,23,6,1
23439,35,1,13,274,23,6,1
128582,72,1,13,101,23,6,1
141043,19,0,29,333,23,6,1
101441,35,1,13,274,23,6,1
160624,19,0,0,213,23,6,1
163429,19,0,0,213,23,6,1
184104,66,1,19,101,23,6,1
17617,35,1,19,21,23,6,1
148168,5,1,9,113,23,6,1
168357,10,1,26,113,23,6,1
193424,83,0,0,171,23,6,1
145623,29,1,13,213,23,6,1
108984,10,1,19,317,23,6,1
198908,19,0,0,213,23,6,1
165871,2,1,19,452,23,6,1
189381,19,124,0,213,23,6,1
19225,19,0,0,213,23,6,1
8975,35,1,19,274,23,6,1
193883,14,1,19,463,23,6,1
209294,20,1,13,478,23,6,1
163598,35,1,22,274,23,6,1
146297,19,0,50,213,23,6,1
38896,35,1,13,21,23,6,1
201163,19,0,38,347,23,6,1
167465,48,1,22,213,23,6,1
176799,29,1,25,213,23,6,1
163951,19,0,24,213,23,6,1
195983,20,1,19,259,23,6,1
186797,3,1,20,421,23,6,1
74393,19,0,0,347,23,6,1
103515,35,1,19,274,23,6,1
73516,20,1,13,259,23,6,1
120502,20,1,19,478,23,6,1
64968,35,1,28,274,23,6,1
104930,35,1,13,274,23,6,1
162469,8,1,19,145,23,6,1
34104,9,1,19,334,23,6,1
58288,9,1,32,134,23,6,1
172991,190,1,22,101,23,6,1
127311,72,1,9,101,23,6,1
128770,19,0,24,213,23,6,1
50784,18,1,15,107,23,6,1
149371,3,1,10,137,23,6,1
192741,72,1,19,101,23,6,1
91694,19,0,0,347,23,6,1
129082,35,1,19,274,23,6,1
194466,19,0,0,213,23,6,1
115331,72,1,13,101,23,6,1
59395,9,1,13,134,23,6,1
199115,29,1,19,210,23,6,1
174548,19,0,24,347,23,6,1
146669,34,1,9,243,23,6,1
156469,29,1,19,213,23,6,1
33870,29,1,13,347,23,6,1
98489,9,1,19,334,23,6,1
109578,35,1,13,274,23,6,1
207593,26,1,22,266,23,6,1
138873,19,0,0,213,23,6,1
99703,19,0,24,213,23,6,1
179975,15,1,40,430,23,6,1
158245,10,1,15,113,23,6,1
133015,19,0,0,213,23,6,1
44555,11,1,18,319,23,6,1
113340,35,1,14,274,23,6,1
168138,84,0,38,101,23,6,1
202858,19,0,24,268,23,6,1
144142,9,1,13,215,23,6,1
171480,19,0,21,213,23,6,1
195122,19,0,21,213,23,6,1
11154,122,1,17,21,23,6,1
58789,10,1,35,377,23,6,1
16947,35,1,19,274,23,6,1
88097,19,0,24,347,23,6,1
196797,19,0,38,213,23,6,1
57283,35,1,23,274,23,6,1
7664,10,1,13,377,23,6,1
31818,19,0,38,213,23,6,1
36553,10,1,19,377,23,6,1
153964,19,379,24,213,23,6,1
76180,20,1,19,478,23,6,1
132693,145,214,24,320,23,6,1
173677,84,102,24,101,23,6,1
76969,35,1,13,274,23,6,1
180710,35,1,13,21,23,6,1
143135,35,1,16,274,23,6,1
207999,19,6,29,213,23,6,1
130159,15,1,6,153,23,6,1
209659,35,1,18,274,23,6,1
177369,19,42,21,213,23,6,1
6259,19,0,24,213,23,6,1
119345,8,1,13,145,23,6,1
26149,9,1,10,466,23,6,1
170691,35,1,13,21,23,6,1
169209,19,0,29,333,23,6,1
183677,35,1,20,274,23,6,1
48285,10,1,13,317,23,6,1
171633,145,82,24,320,23,6,1
120729,19,0,0,213,23,6,1
87671,35,1,19,274,23,6,1
61163,19,0,50,213,23,6,1
196348,19,0,24,347,23,6,1
147339,19,0,29,213,23,6,1
72433,29,1,13,213,23,6,1
208910,9,1,19,334,23,6,1
155934,29,1,19,343,23,6,1
22300,29,1,27,282,23,6,1
27526,2,1,16,377,23,6,1
188540,19,0,0,268,23,6,1
159739,26,1,15,266,23,6,1
24985,72,1,13,101,23,6,1
80476,107,1,19,171,23,6,1
35733,78,0,67,224,23,6,1
88772,19,30,0,213,23,6,1
170036,244,1,18,101,23,6,1
105433,52,1,19,379,23,6,1
167380,19,0,0,213,23,6,1
21681,8,1,9,145,23,6,1
74355,35,1,13,21,23,6,1
81973,15,1,41,245,23,6,1
174695,50,0,21,213,23,6,1
42112,19,557,0,213,23,6,1
168187,3,1,19,452,23,6,1
157728,72,1,13,101,23,6,1
12600,19,0,0,347,23,6,1
113688,10,1,19,113,23,6,1
10920,19,0,21,347,23,6,1
155129,35,1,18,274,23,6,1
44458,29,1,22,213,23,6,1
154546,3,1,6,379,23,6,1
195646,145,103,21,320,23,6,1
194788,19,0,29,213,23,6,1
126919,15,1,1,460,23,6,1
46149,19,0,0,213,23,6,1
97500,50,434,84,213,23,6,1
190271,72,1,19,101,23,6,1
145211,35,1,20,274,23,6,1
203848,19,0,29,213,23,6,1
183863,2,1,22,237,23,6,1
209673,72,1,17,101,23,6,1
106034,78,0,67,224,23,6,1
126919,1,1,1,317,23,6,1
64031,35,1,19,274,23,6,1
139373,35,1,8,274,23,6,1
191979,35,1,13,274,23,6,1
64240,35,1,17,21,23,6,1
128793,10,1,22,203,23,6,1
83132,29,1,19,343,23,6,1
81121,19,0,0,213,23,6,1
191490,29,1,19,213,23,6,1
40654,35,1,13,274,23,6,1
108221,35,1,6,274,23,6,1
144728,18,1,13,107,23,6,1
149320,35,1,19,274,23,6,1
205081,108,1,19,268,23,6,1
126940,19,0,29,333,23,6,1
181825,72,1,8,101,23,6,1
148168,5,1,18,113,23,6,1
160368,72,1,13,101,23,6,1
123837,72,2,13,101,23,6,1
160501,155,1,17,213,23,6,1
166162,39,1,13,213,23,6,1
44555,29,1,19,213,23,6,1
167167,19,0,24,213,23,6,1
160373,19,0,0,213,23,6,1
48142,19,0,21,347,23,6,1
198359,19,7,21,213,23,6,1
116285,18,1,13,121,23,6,1
60069,10,1,19,113,23,6,1
128137,19,0,0,268,23,6,1
48520,19,0,21,213,23,6,1
133128,19,0,0,347,23,6,1
157974,121,1,19,203,23,6,1
171156,19,0,21,213,23,6,1
100686,19,0,24,213,23,6,1
185133,48,1,14,333,23,6,1
163142,19,234,38,213,23,6,1
7410,18,1,17,121,23,6,1
205021,3,1,6,409,23,6,1
144090,19,0,21,213,23,6,1
200672,145,0,607,320,23,6,1
127755,35,1,31,274,23,6,1
150110,3,1,40,480,23,6,1
110119,19,0,0,213,23,6,1
167426,19,0,24,213,23,6,1
150602,19,104,59,347,23,6,1
132520,35,1,13,274,23,6,1
69487,8,1,13,145,23,6,1
171602,96,0,24,213,23,6,1
137058,39,1,13,213,23,6,1
157062,29,1,17,213,23,6,1
201244,9,1,18,134,23,6,1
16375,19,0,24,213,23,6,1
84901,9,1,13,134,23,6,1
5314,19,0,24,347,23,6,1
132117,19,30,0,213,23,6,1
173220,72,2,13,101,23,6,1
169056,18,1,19,107,23,6,1
188154,19,0,21,347,23,6,1
105154,3,1,8,173,23,6,1
183959,128,1,19,243,23,6,1
142566,12,1,19,178,23,6,1
173038,29,1,18,101,23,6,1
105560,10,1,8,377,23,6,1
27557,19,0,24,213,23,6,1
191696,51,0,50,203,23,6,1
203502,5,1,1,113,23,6,1
110111,35,1,19,274,23,6,1
85644,17,1,17,280,23,6,1
123819,35,1,10,274,23,6,1
155756,122,1,22,21,23,6,1
105569,52,1,13,379,23,6,1
127783,19,0,24,213,23,6,1
184043,35,1,19,274,23,6,1
147935,19,0,0,213,23,6,1
153102,35,1,19,274,23,6,1
178840,3,1,6,205,23,6,1
39428,17,1,14,134,23,6,1
192160,10,1,3,113,23,6,1
107091,29,1,19,213,23,6,1
142934,19,0,0,213,23,6,1
85065,9,1,10,215,23,6,1
153464,72,1,17,101,23,6,1
181998,19,0,21,213,23,6,1
128336,19,0,0,213,23,6,1
151354,19,343,0,213,23,6,1
90655,19,0,29,213,23,6,1
57957,35,1,17,274,23,6,1
12213,9,1,18,134,23,6,1
178840,1,1,6,137,23,6,1
148450,19,154,0,213,23,6,1
47193,121,1,17,203,23,6,1
5314,72,1,17,101,23,6,1
145284,29,1,10,213,23,6,1
138540,29,1,49,213,23,6,1
45998,8,1,13,145,23,6,1
20784,19,0,24,213,23,6,1
5729,19,0,24,347,23,6,1
131937,19,0,50,213,23,6,1
65928,35,1,10,21,23,6,1
160369,35,1,22,274,23,6,1
73487,2,1,19,435,23,6,1
44663,19,0,21,213,23,6,1
212234,26,1,13,121,23,6,1
139122,19,0,24,213,23,6,1
47641,19,0,0,347,23,6,1
194555,72,1,13,101,23,6,1
25588,52,1,19,379,23,6,1
67649,19,0,38,213,23,6,1
73839,11,1,8,487,23,6,1
73362,29,2,18,343,23,6,1
43809,35,1,28,21,23,6,1
153620,66,1,19,101,23,6,1
183420,29,1,19,213,23,6,1
205827,20,1,13,259,23,6,1
206587,2,1,22,377,23,6,1
127457,19,0,50,213,23,6,1
189719,35,1,12,274,23,6,1
185443,19,0,0,268,23,6,1
73174,35,1,13,274,23,6,1
162014,23,1,13,153,23,6,1
73487,19,129,24,210,23,6,1
33746,20,1,17,478,23,6,1
125580,10,1,41,113,23,6,1
144459,1,1,6,439,23,6,1
160570,19,0,21,213,23,6,1
5621,9,1,13,134,23,6,1
147894,108,1,13,243,23,6,1
34958,35,1,53,274,23,6,1
182613,19,401,38,213,23,6,1
31783,35,1,6,21,23,6,1
210072,35,1,19,21,23,6,1
207907,72,1,19,101,23,6,1
159281,19,401,38,213,23,6,1
50390,10,1,19,377,23,6,1
127167,19,0,24,213,23,6,1
133522,51,0,21,203,23,6,1
168086,19,0,0,213,23,6,1
190656,72,1,13,101,23,6,1
93587,19,0,29,347,23,6,1
89530,35,1,13,274,23,6,1
22756,29,1,19,101,23,6,1
108221,19,0,29,213,23,6,1
167496,29,1,25,213,23,6,1
50341,15,1,22,379,23,6,1
176777,35,1,13,274,23,6,1
73487,11,1,17,469,23,6,1
151577,14,1,18,349,23,6,1
187100,19,0,24,213,23,6,1
77711,14,1,22,489,23,6,1
192981,19,0,0,333,23,6,1
168554,29,1,18,213,23,6,1
16741,82,1,13,21,23,6,1
127782,19,0,29,213,23,6,1
23673,19,97,24,213,23,6,1
132675,72,1,13,101,23,6,1
100929,11,1,15,469,23,6,1
180938,82,1,17,21,23,6,1
18075,2,1,4,435,23,6,1
154961,2,1,19,317,23,6,1
143344,19,0,24,213,23,6,1
17149,20,1,9,259,23,6,1
2478,19,0,0,347,23,6,1
153880,29,1,3,213,23,6,1
89722,17,1,19,134,23,6,1
4052,50,276,38,213,23,6,1
126635,10,1,20,113,23,6,1
70495,35,1,19,21,23,6,1
195773,29,1,13,213,23,6,1
9979,35,1,19,274,23,6,1
60037,36,1,17,110,23,6,1
83238,19,3033,50,213,23,6,1
201182,3,1,10,379,23,6,1
185642,19,401,38,213,23,6,1
158633,35,1,17,274,23,6,1
211420,19,887,38,213,23,6,1
12491,52,1,13,379,23,6,1
145952,19,0,29,213,23,6,1
210096,3,1,6,489,23,6,1
130200,18,1,13,439,23,6,1
5314,83,0,21,171,23,6,1
5348,15,1,18,245,23,6,1
109493,35,1,13,274,23,6,1
47490,9,1,19,334,23,6,1
174341,35,1,18,274,23,6,1
51469,19,0,24,213,23,6,1
82059,35,1,25,274,23,6,1
28117,19,0,0,213,23,6,1
84148,19,0,0,213,23,6,1
196158,35,1,19,21,23,6,1
137390,19,0,0,213,23,6,1
119138,19,0,24,213,23,6,1
185055,19,0,0,213,23,6,1
178286,9,1,19,450,23,6,1
179526,9,1,19,334,23,6,1
72800,11,1,19,481,23,6,1
148459,3,1,13,466,23,6,1
17102,9,1,18,134,23,6,1
204124,72,1,19,101,23,6,1
168620,145,184,21,320,23,6,1
130463,20,1,19,259,23,6,1
146572,16,1,13,243,23,6,1
54946,19,350,24,213,23,6,1
77048,11,1,13,122,23,6,1
160305,39,1,20,101,23,6,1
166616,72,1,19,101,23,6,1
81859,72,1,13,101,23,6,1
183449,19,0,21,213,23,6,1
106268,29,1,17,213,23,6,1
22898,10,1,10,113,23,6,1
187477,19,0,50,213,23,6,1
152904,3,1,40,115,23,6,1
149376,35,1,13,274,23,6,1
8499,19,0,607,347,23,6,1
27597,27,1,15,122,23,6,1
54593,8,1,19,145,23,6,1
197093,51,0,0,203,23,6,1
11805,19,0,21,213,23,6,1
167031,15,1,19,278,23,6,1
37049,3,1,6,466,23,6,1
175533,35,1,13,21,23,6,1
143780,19,0,29,213,23,6,1
163454,19,0,0,347,23,6,1
71610,29,1,13,213,23,6,1
191361,84,154,50,101,23,6,1
39166,2,1,13,212,23,6,1
40940,19,33,29,213,23,6,1
55142,35,1,19,21,23,6,1
188773,20,1,13,259,23,6,1
162964,12,1,6,409,23,6,1
108881,19,0,21,213,23,6,1
128321,72,1,18,101,23,6,1
63762,18,1,19,107,23,6,1
212753,145,230,24,320,23,6,1
134146,19,0,24,333,23,6,1
197043,29,1,13,343,23,6,1
131978,66,1,19,101,23,6,1
25161,19,0,24,213,23,6,1
77792,10,1,17,113,23,6,1
97744,19,0,38,213,23,6,1
162390,84,129,24,101,23,6,1
70572,19,0,0,347,23,6,1
153107,35,1,19,21,23,6,1
103672,35,1,17,274,23,6,1
66934,19,0,24,213,23,6,1
187452,19,0,607,213,23,6,1
102255,9,1,13,134,23,6,1
175743,35,1,8,274,23,6,1
194408,35,1,19,274,23,6,1
16999,9,1,19,134,23,6,1
200566,19,0,0,347,23,6,1
2621,18,1,13,121,23,6,1
104839,35,1,13,274,23,6,1
82022,35,1,13,274,23,6,1
210902,15,1,27,265,23,6,1
134518,29,1,13,213,23,6,1
203136,19,334,38,213,23,6,1
119585,121,1,13,203,23,6,1
19217,35,1,13,274,23,6,1
63981,3,1,13,173,23,6,1
5348,3,1,41,480,23,6,1
78627,19,0,0,213,23,6,1
145656,3,1,17,130,23,6,1
38265,29,1,13,213,23,6,1
51634,35,1,13,274,23,6,1
150800,18,1,37,449,23,6,1
167737,29,1,13,101,23,6,1
166421,29,1,10,101,23,6,1
193951,11,1,19,481,23,6,1
133143,72,1,19,101,23,6,1
130581,9,1,18,215,23,6,1
48298,35,1,19,21,23,6,1
91694,19,0,38,347,23,6,1
206345,2,1,13,213,23,6,1
179878,19,0,21,213,23,6,1
161276,39,1,13,101,23,6,1
163119,19,0,38,213,23,6,1
186677,35,1,13,274,23,6,1
91332,19,37,24,213,23,6,1
127585,72,1,17,101,23,6,1
121472,20,1,19,478,23,6,1
56611,35,1,1,274,23,6,1
181835,29,1,25,213,23,6,1
62094,29,1,13,343,23,6,1
78564,9,1,19,334,23,6,1
196626,5,1,20,113,23,6,1
202114,19,0,38,213,23,6,1
185503,19,40,29,213,23,6,1
176121,19,0,24,213,23,6,1
209792,14,1,6,349,23,6,1
134501,29,1,10,333,23,6,1
133825,29,1,13,343,23,6,1
203365,19,0,0,213,23,6,1
43793,19,0,0,347,23,6,1
45765,10,1,13,317,23,6,1
164455,12,1,1,328,23,6,1
183064,9,1,17,234,23,6,1
27001,14,1,18,401,23,6,1
73516,11,1,16,122,23,6,1
100042,19,0,0,213,23,6,1
211652,19,0,0,213,23,6,1
204910,29,1,8,343,23,6,1
152871,29,1,19,213,23,6,1
126446,29,1,19,213,23,6,1
193098,19,96,50,213,23,6,1
202253,72,1,13,101,23,6,1
92712,72,1,19,101,23,6,1
160284,5,1,1,113,23,6,1
164776,19,0,50,213,23,6,1
157416,29,1,15,101,23,6,1
125355,2,1,19,317,23,6,1
147471,35,1,19,274,23,6,1
178139,9,1,13,232,23,6,1
75069,19,0,0,213,23,6,1
168766,72,1,41,101,23,6,1
69026,19,0,21,213,23,6,1
155442,19,30,0,282,23,6,1
145069,12,1,13,265,23,6,1
36153,35,1,19,274,23,6,1
202151,35,1,13,274,23,6,1
63593,19,0,0,347,23,6,1
17390,78,3033,67,224,23,6,1
211581,29,1,10,213,23,6,1
127210,19,0,29,213,23,6,1
179213,121,1,13,203,23,6,1
37458,8,1,19,145,23,6,1
38069,27,1,13,153,23,6,1
69626,3,1,13,409,23,6,1
176531,72,1,13,101,23,6,1
2732,35,1,19,274,23,6,1
116354,19,0,0,347,23,6,1
68251,18,1,25,439,23,6,1
14175,19,6,29,213,23,6,1
11221,14,1,13,480,23,6,1
28731,2,1,19,452,23,6,1
31428,10,1,13,317,23,6,1
8208,10,1,19,377,23,6,1
207102,72,1,32,101,23,6,1
209767,96,0,50,213,23,6,1
81239,29,1,19,213,23,6,1
25679,64,1,13,459,23,6,1
80288,35,1,6,274,23,6,1
1091,14,1,19,463,23,6,1
168168,29,1,13,213,23,6,1
139263,19,0,59,213,23,6,1
131301,3,1,1,173,23,6,1
